1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625936.638077 client 0xaaab0529ead0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1001/default,66537,-1
1778625936.638082 peer 0xaaab05242840 message 105
1778625936.638089 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/pippins/.cache/zinit
1778625936.638095 peer 0xaaab05242840 message 105
1778625936.638105 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_TTY=/dev/pts/0
1778625936.638110 peer 0xaaab05242840 message 105
1778625936.638117 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_TTY=old
1778625936.638122 peer 0xaaab05242840 message 105
1778625936.638129 client 0xaaab0529ead0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1778625936.638135 peer 0xaaab05242840 message 105
1778625936.638143 client 0xaaab0529ead0 IDENTIFY_ENVIRON PWD=/home/pippins/terminal-config
1778625936.638148 peer 0xaaab05242840 message 105
1778625936.638155 client 0xaaab0529ead0 IDENTIFY_ENVIRON LOGNAME=pippins
1778625936.638160 peer 0xaaab05242840 message 105
1778625936.638167 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1778625936.638172 peer 0xaaab05242840 message 105
1778625936.638182 client 0xaaab0529ead0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1778625936.638187 peer 0xaaab05242840 message 105
1778625936.638194 client 0xaaab0529ead0 IDENTIFY_ENVIRON HOME=/home/pippins
1778625936.638200 peer 0xaaab05242840 message 105
1778625936.638206 client 0xaaab0529ead0 IDENTIFY_ENVIRON LANG=C
1778625936.638212 peer 0xaaab05242840 message 105
1778625936.638219 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CONNECTION=192.168.1.10 31553 192.168.1.32 22
1778625936.638225 peer 0xaaab05242840 message 105
1778625936.638232 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZPFX=/home/pippins/.local/share/zinit/polaris
1778625936.638238 peer 0xaaab05242840 message 105
1778625936.638247 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1778625936.638253 peer 0xaaab05242840 message 105
1778625936.638260 client 0xaaab0529ead0 IDENTIFY_ENVIRON USER=pippins
1778625936.638265 peer 0xaaab05242840 message 105
1778625936.638271 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHLVL=3
1778625936.638279 peer 0xaaab05242840 message 105
1778625936.638286 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/pts/0
1778625936.638292 peer 0xaaab05242840 message 105
1778625936.638298 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_ID=27
1778625936.638304 peer 0xaaab05242840 message 105
1778625936.638311 client 0xaaab0529ead0 IDENTIFY_ENVIRON LC_CTYPE=
1778625936.638316 peer 0xaaab05242840 message 105
1778625936.638323 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1001
1778625936.638329 peer 0xaaab05242840 message 105
1778625936.638336 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CLIENT=192.168.1.10 31553 22
1778625936.638341 peer 0xaaab05242840 message 105
1778625936.638350 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_SSH=1
1778625936.638356 peer 0xaaab05242840 message 105
1778625936.638366 client 0xaaab0529ead0 IDENTIFY_ENVIRON PATH=/home/pippins/.local/share/zinit/polaris/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
1778625936.638373 peer 0xaaab05242840 message 105
1778625936.638381 client 0xaaab0529ead0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1001/bus
1778625936.638387 peer 0xaaab05242840 message 105
1778625936.638394 client 0xaaab0529ead0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/pippins
1778625936.638446 peer 0xaaab05242840 message 105
1778625936.638455 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_TTY=/dev/pts/0
1778625936.638461 peer 0xaaab05242840 message 105
1778625936.638470 client 0xaaab0529ead0 IDENTIFY_ENVIRON OLDPWD=/home/pippins
1778625936.638476 peer 0xaaab05242840 message 105
1778625936.638483 client 0xaaab0529ead0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1778625936.638488 peer 0xaaab05242840 message 106
1778625936.638494 client 0xaaab0529ead0 name is client-66680
1778625936.638509 cmdq_next <global>: waiting
1778625936.638516 cmdq_next </dev/pts/0>: waiting
1778625936.638521 cmdq_next <client-66680>: empty
1778625936.638543 peer 0xaaab05242840 message 200
1778625936.638551 cmd_unpack_argv: argv[0]=show-options
1778625936.638557 cmd_unpack_argv: argv[1]=-gq
1778625936.638562 cmd_unpack_argv: argv[2]=@tmux_navigator_disable_when_zoomed
1778625936.638572 cmd_parse_build_commands 0:0: show-options
1778625936.638578 cmd_parse_build_commands 0:1: -gq
1778625936.638583 cmd_parse_build_commands 0:2: @tmux_navigator_disable_when_zoomed
1778625936.638606 args_parse_flags: next -gq
1778625936.638611 args_parse_flags: -g
1778625936.638616 args_parse_flags: -q
1778625936.638622 args_parse_flags: next @tmux_navigator_disable_when_zoomed
1778625936.638629 args_parse: flags end at 2 of 3
1778625936.638635 args_parse: 2 = @tmux_navigator_disable_when_zoomed (type STRING)
1778625936.638651 cmd_parse_build_commands: show-options -gq @tmux_navigator_disable_when_zoomed
1778625936.638662 cmdq_get_command: [show-options/0xaaab0527e670] group 3044
1778625936.638669 cmdq_append <client-66680>: [show-options/0xaaab0527e670]
1778625936.638679 cmdq_append <client-66680>: [server_client_command_done/0xaaab0525a3f0]
1778625936.638686 cmdq_next <global>: waiting
1778625936.638692 cmdq_next </dev/pts/0>: waiting
1778625936.638697 cmdq_next <client-66680>: enter
1778625936.638704 cmdq_next <client-66680>: [show-options/0xaaab0527e670] (0), flags 0
1778625936.638712 cmd_find_best_session: 0 sessions to try
1778625936.638719 cmd_find_current_client: no target, return (nil)
1778625936.638725 cmd_find_best_session: 0 sessions to try
1778625936.638734 cmd_find_target: target none, type pane, item 0xaaab0527e670, flags QUIET,CANFAIL
1778625936.638741 cmd_find_best_session: 0 sessions to try
1778625936.638746 cmd_find_target: error
1778625936.638754 format_defaults: c=none
1778625936.638759 format_defaults: s=none
1778625936.638764 format_defaults: wl=none
1778625936.638769 format_defaults: wp=none
1778625936.638777 format_expand1: expanding format: @tmux_navigator_disable_when_zoomed
1778625936.638784 format_expand1: result is: @tmux_navigator_disable_when_zoomed
1778625936.638791 unref client 0xaaab0529ead0 (4 references)
1778625936.638803 cmd_find_best_session: 0 sessions to try
1778625936.638809 unref client 0xaaab0529ead0 (3 references)
1778625936.638818 cmdq_next <client-66680>: [server_client_command_done/0xaaab0525a3f0] (1), flags 0
1778625936.638824 unref client 0xaaab0529ead0 (2 references)
1778625936.638830 cmdq_next <client-66680>: exit (empty)
1778625936.638835 cmdq_next <global>: waiting
1778625936.638840 cmdq_next </dev/pts/0>: waiting
1778625936.638845 cmdq_next <client-66680>: empty
1778625936.638853 sending message 203 to peer 0xaaab05242840 (4 bytes)
1778625936.638896 cmdq_next <global>: waiting
1778625936.638911 cmdq_next </dev/pts/0>: waiting
1778625936.638917 cmdq_next <client-66680>: empty
1778625936.639565 lost client 0xaaab0529ead0
1778625936.639609 remove peer 0xaaab05242840
1778625936.639640 unref client 0xaaab0529ead0 (1 references)
1778625936.639656 free client 0xaaab0529ead0 (0 references)
1778625936.639665 cmdq_next <global>: waiting
1778625936.639671 cmdq_next </dev/pts/0>: waiting
1778625936.649409 add peer 0xaaab05242840: 10 (0xaaab0529ead0)
1778625936.649467 new client 0xaaab0529ead0
1778625936.649478 cmdq_next <global>: waiting
1778625936.649485 cmdq_next </dev/pts/0>: waiting
1778625936.649536 peer 0xaaab05242840 message 111
1778625936.649548 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.649554 peer 0xaaab05242840 message 111
1778625936.649588 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.649595 peer 0xaaab05242840 message 101
1778625936.649601 client 0xaaab0529ead0 IDENTIFY_TERM 
1778625936.649607 peer 0xaaab05242840 message 109
1778625936.649613 client 0xaaab0529ead0 IDENTIFY_FEATURES 
1778625936.649619 peer 0xaaab05242840 message 102
1778625936.649624 client 0xaaab0529ead0 IDENTIFY_TTYNAME 
1778625936.649630 peer 0xaaab05242840 message 108
1778625936.649642 client 0xaaab0529ead0 IDENTIFY_CWD /home/pippins/terminal-config
1778625936.649649 peer 0xaaab05242840 message 104
1778625936.649657 client 0xaaab0529ead0 IDENTIFY_STDIN 11
1778625936.649665 cmdq_next <global>: waiting
1778625936.649671 cmdq_next </dev/pts/0>: waiting
1778625936.649712 peer 0xaaab05242840 message 110
1778625936.649720 client 0xaaab0529ead0 IDENTIFY_STDOUT 12
1778625936.649725 peer 0xaaab05242840 message 107
1778625936.649731 client 0xaaab0529ead0 IDENTIFY_CLIENTPID 66681
1778625936.649737 peer 0xaaab05242840 message 105
1778625936.649744 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1778625936.649750 peer 0xaaab05242840 message 105
1778625936.649756 client 0xaaab0529ead0 IDENTIFY_ENVIRON TOP_PID=66563
1778625936.649761 peer 0xaaab05242840 message 105
1778625936.649769 client 0xaaab0529ead0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1001/default,66537,-1
1778625936.649774 peer 0xaaab05242840 message 105
1778625936.649782 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/pippins/.cache/zinit
1778625936.649788 peer 0xaaab05242840 message 105
1778625936.649797 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_TTY=/dev/pts/0
1778625936.649803 peer 0xaaab05242840 message 105
1778625936.649809 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_TTY=old
1778625936.649814 peer 0xaaab05242840 message 105
1778625936.649821 client 0xaaab0529ead0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1778625936.649826 peer 0xaaab05242840 message 105
1778625936.649833 client 0xaaab0529ead0 IDENTIFY_ENVIRON PWD=/home/pippins/terminal-config
1778625936.649839 peer 0xaaab05242840 message 105
1778625936.649845 client 0xaaab0529ead0 IDENTIFY_ENVIRON LOGNAME=pippins
1778625936.649851 peer 0xaaab05242840 message 105
1778625936.649857 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1778625936.649863 peer 0xaaab05242840 message 105
1778625936.649869 client 0xaaab0529ead0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1778625936.649901 peer 0xaaab05242840 message 105
1778625936.649909 client 0xaaab0529ead0 IDENTIFY_ENVIRON HOME=/home/pippins
1778625936.649915 peer 0xaaab05242840 message 105
1778625936.649921 client 0xaaab0529ead0 IDENTIFY_ENVIRON LANG=C
1778625936.649927 peer 0xaaab05242840 message 105
1778625936.649935 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CONNECTION=192.168.1.10 31553 192.168.1.32 22
1778625936.649940 peer 0xaaab05242840 message 105
1778625936.649947 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZPFX=/home/pippins/.local/share/zinit/polaris
1778625936.649955 peer 0xaaab05242840 message 105
1778625936.649965 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1778625936.649971 peer 0xaaab05242840 message 105
1778625936.649978 client 0xaaab0529ead0 IDENTIFY_ENVIRON USER=pippins
1778625936.649983 peer 0xaaab05242840 message 105
1778625936.649989 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHLVL=4
1778625936.649995 peer 0xaaab05242840 message 105
1778625936.650002 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/pts/0
1778625936.650008 peer 0xaaab05242840 message 105
1778625936.650014 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_ID=27
1778625936.650020 peer 0xaaab05242840 message 105
1778625936.650027 client 0xaaab0529ead0 IDENTIFY_ENVIRON LC_CTYPE=
1778625936.650033 peer 0xaaab05242840 message 105
1778625936.650039 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1001
1778625936.650045 peer 0xaaab05242840 message 105
1778625936.650052 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CLIENT=192.168.1.10 31553 22
1778625936.650058 peer 0xaaab05242840 message 105
1778625936.650072 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_SSH=1
1778625936.650078 peer 0xaaab05242840 message 105
1778625936.650101 client 0xaaab0529ead0 IDENTIFY_ENVIRON PATH=/home/pippins/.local/share/zinit/polaris/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
1778625936.650109 peer 0xaaab05242840 message 105
1778625936.650117 client 0xaaab0529ead0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1001/bus
1778625936.650123 peer 0xaaab05242840 message 105
1778625936.650130 client 0xaaab0529ead0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/pippins
1778625936.650135 peer 0xaaab05242840 message 105
1778625936.650142 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_TTY=/dev/pts/0
1778625936.650147 peer 0xaaab05242840 message 105
1778625936.650158 client 0xaaab0529ead0 IDENTIFY_ENVIRON OLDPWD=/home/pippins
1778625936.650164 peer 0xaaab05242840 message 105
1778625936.650170 client 0xaaab0529ead0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1778625936.650176 peer 0xaaab05242840 message 106
1778625936.650182 client 0xaaab0529ead0 name is client-66681
1778625936.650194 cmdq_next <global>: waiting
1778625936.650201 cmdq_next </dev/pts/0>: waiting
1778625936.650207 cmdq_next <client-66681>: empty
1778625936.650230 peer 0xaaab05242840 message 200
1778625936.650239 cmd_unpack_argv: argv[0]=bind-key
1778625936.650245 cmd_unpack_argv: argv[1]=-n
1778625936.650249 cmd_unpack_argv: argv[2]=C-k
1778625936.650254 cmd_unpack_argv: argv[3]=if-shell
1778625936.650263 cmd_unpack_argv: argv[4]=ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'
1778625936.650269 cmd_unpack_argv: argv[5]=send-keys 'C-k'
1778625936.650274 cmd_unpack_argv: argv[6]=select-pane -U
1778625936.650285 cmd_parse_build_commands 0:0: bind-key
1778625936.650291 cmd_parse_build_commands 0:1: -n
1778625936.650296 cmd_parse_build_commands 0:2: C-k
1778625936.650301 cmd_parse_build_commands 0:3: if-shell
1778625936.650309 cmd_parse_build_commands 0:4: ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'
1778625936.650315 cmd_parse_build_commands 0:5: send-keys 'C-k'
1778625936.650321 cmd_parse_build_commands 0:6: select-pane -U
1778625936.650335 args_parse_flags: next -n
1778625936.650340 args_parse_flags: -n
1778625936.650346 args_parse_flags: next C-k
1778625936.650351 args_parse: flags end at 2 of 7
1778625936.650357 args_parse: 2 = C-k (type STRING)
1778625936.650363 args_parse: 3 = if-shell (type STRING)
1778625936.650372 args_parse: 4 = ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$' (type STRING)
1778625936.650379 args_parse: 5 = send-keys 'C-k' (type STRING)
1778625936.650385 args_parse: 6 = select-pane -U (type STRING)
1778625936.650419 cmd_parse_build_commands: bind-key -n C-k if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+/)?g?\\\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'" "send-keys 'C-k'" "select-pane -U"
1778625936.650433 cmdq_get_command: [bind-key/0xaaab0527b8b0] group 3048
1778625936.650440 cmdq_append <client-66681>: [bind-key/0xaaab0527b8b0]
1778625936.650448 cmdq_append <client-66681>: [server_client_command_done/0xaaab0521a430]
1778625936.650455 cmdq_next <global>: waiting
1778625936.650461 cmdq_next </dev/pts/0>: waiting
1778625936.650466 cmdq_next <client-66681>: enter
1778625936.650472 cmdq_next <client-66681>: [bind-key/0xaaab0527b8b0] (0), flags 0
1778625936.650480 cmd_find_best_session: 0 sessions to try
1778625936.650487 cmd_find_current_client: no target, return (nil)
1778625936.650493 cmd_find_best_session: 0 sessions to try
1778625936.650499 cmd_find_best_session: 0 sessions to try
1778625936.650507 cmd_parse_build_commands 0:0: if-shell
1778625936.650516 cmd_parse_build_commands 0:1: ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'
1778625936.650522 cmd_parse_build_commands 0:2: send-keys 'C-k'
1778625936.650527 cmd_parse_build_commands 0:3: select-pane -U
1778625936.650556 args_parse_flags: next ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'
1778625936.650564 args_parse: flags end at 1 of 4
1778625936.650572 args_parse: 1 = ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+/)?g?\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$' (type STRING)
1778625936.650578 args_parse: 2 = send-keys 'C-k' (type STRING)
1778625936.650584 args_parse: 3 = select-pane -U (type STRING)
1778625936.650609 cmd_parse_build_commands: if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+/)?g?\\\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'" "send-keys 'C-k'" "select-pane -U"
1778625936.650645 key_bindings_add: 0x20000000006b C-k = if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+/)?g?\\\\.?(view|l?n?vim?x?|fzf)(diff)?(-wrapped)?$'" "send-keys 'C-k'" "select-pane -U"
1778625936.650653 cmd_find_best_session: 0 sessions to try
1778625936.650659 unref client 0xaaab0529ead0 (3 references)
1778625936.650667 cmdq_next <client-66681>: [server_client_command_done/0xaaab0521a430] (1), flags 0
1778625936.650673 unref client 0xaaab0529ead0 (2 references)
1778625936.650678 cmdq_next <client-66681>: exit (empty)
1778625936.650686 cmdq_next <global>: waiting
1778625936.650691 cmdq_next </dev/pts/0>: waiting
1778625936.650696 cmdq_next <client-66681>: empty
1778625936.650704 sending message 203 to peer 0xaaab05242840 (4 bytes)
1778625936.650737 cmdq_next <global>: waiting
1778625936.650745 cmdq_next </dev/pts/0>: waiting
1778625936.650751 cmdq_next <client-66681>: empty
1778625936.651419 lost client 0xaaab0529ead0
1778625936.651477 remove peer 0xaaab05242840
1778625936.651509 unref client 0xaaab0529ead0 (1 references)
1778625936.651523 free client 0xaaab0529ead0 (0 references)
1778625936.651533 cmdq_next <global>: waiting
1778625936.651539 cmdq_next </dev/pts/0>: waiting
1778625936.659982 add peer 0xaaab052759e0: 10 (0xaaab0529ead0)
1778625936.660035 new client 0xaaab0529ead0
1778625936.660045 cmdq_next <global>: waiting
1778625936.660051 cmdq_next </dev/pts/0>: waiting
1778625936.660133 peer 0xaaab052759e0 message 111
1778625936.660144 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.660151 peer 0xaaab052759e0 message 111
1778625936.660157 client 0xaaab0529ead0 IDENTIFY_LONGFLAGS 0x10000
1778625936.660163 peer 0xaaab052759e0 message 101
1778625936.660169 client 0xaaab0529ead0 IDENTIFY_TERM 
1778625936.660174 peer 0xaaab052759e0 message 109
1778625936.660180 client 0xaaab0529ead0 IDENTIFY_FEATURES 
1778625936.660186 peer 0xaaab052759e0 message 102
1778625936.660192 client 0xaaab0529ead0 IDENTIFY_TTYNAME 
1778625936.660197 peer 0xaaab052759e0 message 108
1778625936.660210 client 0xaaab0529ead0 IDENTIFY_CWD /home/pippins/terminal-config
1778625936.660217 peer 0xaaab052759e0 message 104
1778625936.660223 client 0xaaab0529ead0 IDENTIFY_STDIN 11
1778625936.660230 cmdq_next <global>: waiting
1778625936.660236 cmdq_next </dev/pts/0>: waiting
1778625936.660273 peer 0xaaab052759e0 message 110
1778625936.660280 client 0xaaab0529ead0 IDENTIFY_STDOUT 12
1778625936.660286 peer 0xaaab052759e0 message 107
1778625936.660291 client 0xaaab0529ead0 IDENTIFY_CLIENTPID 66682
1778625936.660299 peer 0xaaab052759e0 message 105
1778625936.660306 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1778625936.660312 peer 0xaaab052759e0 message 105
1778625936.660319 client 0xaaab0529ead0 IDENTIFY_ENVIRON TOP_PID=66563
1778625936.660324 peer 0xaaab052759e0 message 105
1778625936.660331 client 0xaaab0529ead0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1001/default,66537,-1
1778625936.660337 peer 0xaaab052759e0 message 105
1778625936.660344 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/pippins/.cache/zinit
1778625936.660350 peer 0xaaab052759e0 message 105
1778625936.660359 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_TTY=/dev/pts/0
1778625936.660364 peer 0xaaab052759e0 message 105
1778625936.660370 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_TTY=old
1778625936.660405 peer 0xaaab052759e0 message 105
1778625936.660412 client 0xaaab0529ead0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1778625936.660418 peer 0xaaab052759e0 message 105
1778625936.660425 client 0xaaab0529ead0 IDENTIFY_ENVIRON PWD=/home/pippins/terminal-config
1778625936.660430 peer 0xaaab052759e0 message 105
1778625936.660438 client 0xaaab0529ead0 IDENTIFY_ENVIRON LOGNAME=pippins
1778625936.660443 peer 0xaaab052759e0 message 105
1778625936.660450 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1778625936.660455 peer 0xaaab052759e0 message 105
1778625936.660462 client 0xaaab0529ead0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1778625936.660467 peer 0xaaab052759e0 message 105
1778625936.660474 client 0xaaab0529ead0 IDENTIFY_ENVIRON HOME=/home/pippins
1778625936.660479 peer 0xaaab052759e0 message 105
1778625936.660486 client 0xaaab0529ead0 IDENTIFY_ENVIRON LANG=C
1778625936.660491 peer 0xaaab052759e0 message 105
1778625936.660498 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CONNECTION=192.168.1.10 31553 192.168.1.32 22
1778625936.660504 peer 0xaaab052759e0 message 105
1778625936.660511 client 0xaaab0529ead0 IDENTIFY_ENVIRON ZPFX=/home/pippins/.local/share/zinit/polaris
1778625936.660517 peer 0xaaab052759e0 message 105
1778625936.660525 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1778625936.660531 peer 0xaaab052759e0 message 105
1778625936.660538 client 0xaaab0529ead0 IDENTIFY_ENVIRON USER=pippins
1778625936.660546 peer 0xaaab052759e0 message 105
1778625936.660552 client 0xaaab0529ead0 IDENTIFY_ENVIRON SHLVL=4
1778625936.660557 peer 0xaaab052759e0 message 105
1778625936.660564 client 0xaaab0529ead0 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/pts/0
1778625936.660570 peer 0xaaab052759e0 message 105
1778625936.660576 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_SESSION_ID=27
1778625936.660582 peer 0xaaab052759e0 message 105
1778625936.660589 client 0xaaab0529ead0 IDENTIFY_ENVIRON LC_CTYPE=
1778625936.660594 peer 0xaaab052759e0 message 105
1778625936.660601 client 0xaaab0529ead0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1001
1778625936.660606 peer 0xaaab052759e0 message 105
1778625936.660613 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_CLIENT=192.168.1.10 31553 22
1778625936.660619 peer 0xaaab052759e0 message 105
1778625936.660628 client 0xaaab0529ead0 IDENTIFY_ENVIRON P9K_SSH=1
1778625936.660633 peer 0xaaab052759e0 message 105
1778625936.660644 client 0xaaab0529ead0 IDENTIFY_ENVIRON PATH=/home/pippins/.local/share/zinit/polaris/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
1778625936.660650 peer 0xaaab052759e0 message 105
1778625936.660658 client 0xaaab0529ead0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1001/bus
1778625936.660663 peer 0xaaab052759e0 message 105
1778625936.660670 client 0xaaab0529ead0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/pippins
1778625936.660675 peer 0xaaab052759e0 message 105
1778625936.660682 client 0xaaab0529ead0 IDENTIFY_ENVIRON SSH_TTY=/dev/pts/0
1778625936.660687 peer 0xaaab052759e0 message 105
1778625936.660696 client 0xaaab0529ead0 IDENTIFY_ENVIRON OLDPWD=/home/pippins
1778625936.660702 peer 0xaaab052759e0 message 105
1778625936.660709 client 0xaaab0529ead0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1778625936.660714 peer 0xaaab052759e0 message 106
1778625936.660721 client 0xaaab0529ead0 name is client-66682
1778625936.660732 cmdq_next <global>: waiting
1778625936.660738 cmdq_next </dev/pts/0>: waiting
1778625936.660744 cmdq_next <client-66682>: empty
1778625936.660764 peer 0xaaab052759e0 message 200
1778625936.660773 cmd_unpack_argv: argv[0]=bind-key
1778625936.660779 cmd_unpack_argv: argv[1]=-T
1778625936.660784 cmd_unpack_argv: argv[2]=copy-mode-vi
1778625936.660789 cmd_unpack_argv: argv[3]=C-k
1778625936.660794 cmd_unpack_argv: argv[4]=select-pane
1778625936.660798 cmd_unpack_argv: argv[5]=-U
1778625936.660810 cmd_parse_build_commands 0:0: bind-key
1778625936.660815 cmd_parse_build_commands 0:1: -T
1778625936.660820 cmd_parse_build_commands 0:2: copy-mode-vi
1778625936.660825 cmd_parse_build_commands 0:3: C-k
1778625936.660830 cmd_parse_build_commands 0:4: select-pane
1778625936.660847 cmd_parse_build_commands 0:5: -U
1778625936.660861 args_parse_flags: next -T
1778625936.660868 args_parse_flag_argument: -T = copy-mode-vi
1778625936.660890 args_parse_flags: next C-k
1778625936.660905 args_parse: flags end at 3 of 6
1778625936.660911 args_parse: 3 = C-k (type STRING)
1778625936.660917 args_parse: 4 = select-pane (type STRING)
1778625936.660923 args_parse: 5 = -U (type STRING)
1778625936.660944 cmd_parse_build_commands: bind-key -T copy-mode-vi C-k select-pane -U
1778625936.660957 cmdq_get_command: [bind-key/0xaaab0524e030] group 3056
1778625936.660964 cmdq_append <client-66682>: [bind-key/0xaaab0524e030]
1778625936.660971 cmdq_append <client-66682>: [server_client_command_done/0xaaab0526c7f0]
1778625936.660979 cmdq_next <global>: waiting
1778625936.660985 cmdq_next </dev/pts/0>: waiting
1778625936.660990 cmdq_next <client-66682>: enter
